timestamp,sensor_id,temperature,humidity
2023-11-26T00:00:01.472844+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:03.543404+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:05.580413+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:07.657483+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:09.807804+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:13.100903+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:15.134559+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:17.183244+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:19.224494+02:00,DHT22_01,27.3,47.3
2023-11-26T00:00:21.702394+02:00,DHT22_01,27.3,47.4
2023-11-26T00:00:23.810538+02:00,DHT22_01,27.3,47.4
2023-11-26T00:00:25.846909+02:00,DHT22_01,27.3,47.4
2023-11-26T00:00:27.931110+02:00,DHT22_01,27.3,47.3
2023-11-26T00:00:30.083331+02:00,DHT22_01,27.3,47.3
2023-11-26T00:00:33.127827+02:00,DHT22_01,27.3,47.3
2023-11-26T00:00:35.154196+02:00,DHT22_01,27.3,47.3
2023-11-26T00:00:37.251095+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:39.375623+02:00,DHT22_01,27.3,47.2
2023-11-26T00:00:41.897402+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:43.990619+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:46.026592+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:48.104046+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:50.255875+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:54.783463+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:56.890347+02:00,DHT22_01,27.3,47.1
2023-11-26T00:00:58.967855+02:00,DHT22_01,27.3,47.1
2023-11-26T00:01:01.111820+02:00,DHT22_01,27.2,47.1
2023-11-26T00:01:05.665575+02:00,DHT22_01,27.3,47.4
2023-11-26T00:01:07.701341+02:00,DHT22_01,27.3,47.5
2023-11-26T00:01:09.813798+02:00,DHT22_01,27.3,47.4
2023-11-26T00:01:11.964803+02:00,DHT22_01,27.3,47.4
2023-11-26T00:01:14.457886+02:00,DHT22_01,27.3,47.4
2023-11-26T00:01:16.554619+02:00,DHT22_01,27.3,47.4
2023-11-26T00:01:18.589603+02:00,DHT22_01,27.3,47.3
2023-11-26T00:01:20.668564+02:00,DHT22_01,27.2,47.3
2023-11-26T00:01:22.819404+02:00,DHT22_01,27.3,47.3
2023-11-26T00:01:26.694589+02:00,DHT22_01,27.2,47.3
2023-11-26T00:01:28.769327+02:00,DHT22_01,27.3,47.2
2023-11-26T00:01:30.908869+02:00,DHT22_01,27.3,47.3
2023-11-26T00:01:32.957931+02:00,DHT22_01,27.2,47.3
2023-11-26T00:01:35.559841+02:00,DHT22_01,27.2,47.3
2023-11-26T00:01:37.769566+02:00,DHT22_01,27.2,47.3
2023-11-26T00:01:39.919965+02:00,DHT22_01,27.2,47.4
2023-11-26T00:01:42.070506+02:00,DHT22_01,27.2,47.5
2023-11-26T00:01:44.202163+02:00,DHT22_01,27.2,47.5
2023-11-26T00:01:46.706598+02:00,DHT22_01,27.2,47.5
2023-11-26T00:01:48.810567+02:00,DHT22_01,27.2,47.6
2023-11-26T00:01:50.838492+02:00,DHT22_01,27.2,47.6
2023-11-26T00:01:52.924682+02:00,DHT22_01,27.2,47.5
2023-11-26T00:01:55.075332+02:00,DHT22_01,27.2,47.5
2023-11-26T00:01:58.251810+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:00.280679+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:02.345759+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:04.373978+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:07.744827+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:09.820814+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:11.971252+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:14.102697+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:16.589341+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:18.701732+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:20.737937+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:22.825728+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:24.976197+02:00,DHT22_01,27.1,47.4
2023-11-26T00:02:28.271846+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:30.304164+02:00,DHT22_01,27.2,47.4
2023-11-26T00:02:32.346430+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:34.396292+02:00,DHT22_01,27.1,47.5
2023-11-26T00:02:36.891783+02:00,DHT22_01,27.1,47.5
2023-11-26T00:02:38.981858+02:00,DHT22_01,27.2,47.5
2023-11-26T00:02:41.054414+02:00,DHT22_01,27.1,47.5
2023-11-26T00:02:43.099481+02:00,DHT22_01,27.1,47.4
2023-11-26T00:02:45.128870+02:00,DHT22_01,27.1,47.5
2023-11-26T00:02:47.548037+02:00,DHT22_01,27.1,47.5
2023-11-26T00:02:49.656192+02:00,DHT22_01,27.2,47.6
2023-11-26T00:02:51.742135+02:00,DHT22_01,27.1,47.6
2023-11-26T00:02:53.853601+02:00,DHT22_01,27.1,47.6
2023-11-26T00:02:55.902250+02:00,DHT22_01,27.1,47.6
2023-11-26T00:02:59.316989+02:00,DHT22_01,27.1,47.5
2023-11-26T00:03:01.430630+02:00,DHT22_01,27.1,47.5
2023-11-26T00:03:03.582969+02:00,DHT22_01,27.1,47.5
2023-11-26T00:03:05.614918+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:08.086671+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:10.218784+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:12.244835+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:14.332974+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:16.483399+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:20.351153+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:22.423883+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:24.573508+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:26.621152+02:00,DHT22_01,27.1,47.3
2023-11-26T00:03:29.879145+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:31.914796+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:33.992565+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:36.116722+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:38.628980+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:40.731024+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:42.762653+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:44.838762+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:46.985262+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:50.873152+02:00,DHT22_01,27.1,47.4
2023-11-26T00:03:52.906332+02:00,DHT22_01,27.1,47.6
2023-11-26T00:03:54.940637+02:00,DHT22_01,27.1,47.7
2023-11-26T00:03:57.011450+02:00,DHT22_01,27.1,47.7
2023-11-26T00:04:00.397403+02:00,DHT22_01,27.1,47.7
2023-11-26T00:04:02.536651+02:00,DHT22_01,27.1,47.6
2023-11-26T00:04:04.685715+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:06.732783+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:09.190842+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:11.314646+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:13.350133+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:15.433529+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:17.583372+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:21.399317+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:23.542874+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:25.671612+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:27.821679+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:30.472889+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:32.512583+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:34.544203+02:00,DHT22_01,27.1,47.4
2023-11-26T00:04:36.627184+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:38.777387+02:00,DHT22_01,27.1,47.5
2023-11-26T00:04:41.948479+02:00,DHT22_01,27.1,47.6
2023-11-26T00:04:43.978300+02:00,DHT22_01,27.1,47.7
2023-11-26T00:04:46.047547+02:00,DHT22_01,27.1,47.8
2023-11-26T00:04:48.081861+02:00,DHT22_01,27.1,47.8
2023-11-26T00:04:50.571947+02:00,DHT22_01,27.1,47.8
2023-11-26T00:04:52.684945+02:00,DHT22_01,27.1,47.7
2023-11-26T00:04:54.753953+02:00,DHT22_01,27.1,47.7
2023-11-26T00:04:56.901360+02:00,DHT22_01,27.0,47.6
2023-11-26T00:04:59.051080+02:00,DHT22_01,27.0,47.6
2023-11-26T00:05:02.957835+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:05.093040+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:07.243688+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:09.393916+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:12.061338+02:00,DHT22_01,27.0,47.6
2023-11-26T00:05:14.206493+02:00,DHT22_01,27.0,47.6
2023-11-26T00:05:16.251571+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:18.302622+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:20.453892+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:25.031930+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:27.080393+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:29.156777+02:00,DHT22_01,27.0,47.9
2023-11-26T00:05:31.308830+02:00,DHT22_01,27.0,47.9
2023-11-26T00:05:34.505394+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:36.531690+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:38.680220+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:40.827712+02:00,DHT22_01,27.0,47.8
2023-11-26T00:05:43.336928+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:45.412442+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:47.446213+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:49.532857+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:51.684682+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:55.538864+02:00,DHT22_01,27.0,47.6
2023-11-26T00:05:57.638650+02:00,DHT22_01,27.0,47.7
2023-11-26T00:05:59.774415+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:01.822260+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:04.327811+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:06.406964+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:08.442105+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:10.526187+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:12.778751+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:15.431117+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:17.467645+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:19.492562+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:21.583847+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:23.735859+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:27.598351+02:00,DHT22_01,27.0,47.8
2023-11-26T00:06:29.696181+02:00,DHT22_01,27.0,47.8
2023-11-26T00:06:31.825357+02:00,DHT22_01,27.0,47.8
2023-11-26T00:06:33.975787+02:00,DHT22_01,27.0,47.8
2023-11-26T00:06:36.606644+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:38.662878+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:40.733432+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:42.884058+02:00,DHT22_01,27.0,47.7
2023-11-26T00:06:45.034390+02:00,DHT22_01,27.0,47.6
2023-11-26T00:06:47.596453+02:00,DHT22_01,27.0,47.6
